;Scopy version,v1.2.0,,,
;Exported on,Wednesday February 24/02/2021,,,
;Device,M2K,,,
;Nr of samples,1.00E+03,,,
;Sample rate,0.00E+00,,,
;Tool,Network Analyzer,,,
;Additional Information,Reference channel: 1,,,
Sample,Frequency(Hz),Magnitude(dB),Phase(°),Amplitude
479,2.74E+03,-11.1659,-72.0742,2.77E-01
480,2.76E+03,-11.0923,-72.9216,2.79E-01
481,2.78E+03,-11.3751,-74.0793,2.70E-01
482,2.80E+03,-11.3127,-74.0217,2.72E-01
483,2.82E+03,-11.2504,-72.4289,2.74E-01
484,2.84E+03,-11.438,-74.179,2.68E-01
485,2.86E+03,-11.3126,-72.6847,2.72E-01
486,2.88E+03,-11.6061,-73.821,2.63E-01
487,2.90E+03,-11.7654,-73.9472,2.58E-01
488,2.92E+03,-11.7097,-73.5984,2.60E-01
489,2.94E+03,-11.6744,-74.2326,2.61E-01
490,2.96E+03,-11.6158,-74.7232,2.63E-01
491,2.98E+03,-11.7998,-74.4734,2.57E-01
492,3.00E+03,-11.8652,-73.5315,2.55E-01
493,3.02E+03,-11.8809,-74.7798,2.55E-01
494,3.04E+03,-12.0187,-75.6661,2.51E-01
495,3.07E+03,-11.9912,-75.1296,2.51E-01
496,3.09E+03,-11.9856,-76.1042,2.52E-01
497,3.11E+03,-12.1872,-75.3731,2.46E-01
498,3.13E+03,-12.3004,-73.8211,2.43E-01
499,3.15E+03,-12.275,-74.4027,2.43E-01
500,3.17E+03,-12.2953,-75.1218,2.43E-01
501,3.20E+03,-12.5003,-75.4235,2.37E-01
502,3.22E+03,-12.3612,-75.2959,2.41E-01
503,3.24E+03,-12.5343,-76.6733,2.36E-01
504,3.26E+03,-12.5722,-76.0057,2.35E-01
505,3.28E+03,-12.4019,-76.7779,2.40E-01
506,3.31E+03,-12.5552,-76.6131,2.36E-01
507,3.33E+03,-12.6688,-75.7631,2.33E-01
508,3.35E+03,-12.5636,-75.3615,2.35E-01
509,3.38E+03,-12.7509,-75.6064,2.30E-01
510,3.40E+03,-12.7042,-74.8644,2.32E-01
511,3.42E+03,-12.9606,-75.7028,2.25E-01
512,3.45E+03,-12.9409,-76.4588,2.25E-01
513,3.47E+03,-13.0054,-77.518,2.24E-01
514,3.50E+03,-13.0088,-76.7856,2.24E-01
515,3.52E+03,-13.054,-74.9367,2.22E-01
516,3.54E+03,-13.2519,-77.1007,2.17E-01
517,3.57E+03,-13.2083,-76.6945,2.19E-01
518,3.59E+03,-13.0735,-76.3778,2.22E-01
519,3.62E+03,-13.2307,-76.6949,2.18E-01
520,3.64E+03,-13.2722,-75.3447,2.17E-01
521,3.67E+03,-13.5667,-76.5886,2.10E-01
522,3.69E+03,-13.4925,-76.7852,2.12E-01
523,3.72E+03,-13.7778,-77.0591,2.05E-01
524,3.75E+03,-13.5394,-78.0568,2.10E-01
525,3.77E+03,-13.6664,-77.3472,2.07E-01
526,3.80E+03,-13.6669,-76.2752,2.07E-01
527,3.82E+03,-13.7961,-76.9557,2.04E-01
528,3.85E+03,-13.7601,-79.3629,2.05E-01
529,3.88E+03,-13.7364,-77.0635,2.06E-01
530,3.90E+03,-13.9497,-78.2837,2.01E-01
531,3.93E+03,-13.955,-79.5699,2.01E-01
532,3.96E+03,-13.996,-76.9166,2.00E-01
533,3.99E+03,-14.1706,-78.27,1.96E-01
534,4.01E+03,-14.1376,-76.424,1.96E-01
535,4.04E+03,-14.0737,-78.1704,1.98E-01
536,4.07E+03,-14.3072,-78.5246,1.93E-01
537,4.10E+03,-14.4576,-76.7558,1.89E-01
538,4.13E+03,-14.3181,-77.529,1.92E-01
539,4.16E+03,-14.4191,-78.5913,1.90E-01
540,4.18E+03,-14.4412,-80.2769,1.90E-01
541,4.21E+03,-14.4768,-77.7068,1.89E-01
542,4.24E+03,-14.5701,-78.4522,1.87E-01
543,4.27E+03,-14.6218,-80.4017,1.86E-01
544,4.30E+03,-14.5728,-79.3454,1.87E-01
545,4.33E+03,-14.7226,-79.1279,1.84E-01
546,4.36E+03,-15.0776,-80.2212,1.76E-01
547,4.39E+03,-14.9539,-77.8189,1.79E-01
548,4.42E+03,-14.8609,-79.0398,1.81E-01
549,4.45E+03,-14.8142,-77.6009,1.82E-01
550,4.48E+03,-14.8911,-78.1884,1.80E-01
551,4.51E+03,-15.2218,-79.0742,1.73E-01
552,4.55E+03,-14.9276,-77.8349,1.79E-01
553,4.58E+03,-15.0571,-80.6086,1.77E-01
554,4.61E+03,-15.4231,-79.6797,1.69E-01
555,4.64E+03,-15.3102,-79.6762,1.72E-01
556,4.67E+03,-15.664,-80.1027,1.65E-01
557,4.71E+03,-15.6138,-80.3155,1.66E-01
558,4.74E+03,-15.4546,-79.3829,1.69E-01
559,4.77E+03,-15.3504,-81.3504,1.71E-01
560,4.80E+03,-15.3984,-79.8423,1.70E-01
561,4.84E+03,-15.7201,-79.0789,1.64E-01
562,4.87E+03,-15.7134,-79.9755,1.64E-01
563,4.91E+03,-16.0501,-80.4488,1.58E-01
564,4.94E+03,-15.6565,-80.1933,1.65E-01
565,4.97E+03,-15.944,-79.6146,1.60E-01
566,5.01E+03,-15.8646,-79.9917,1.61E-01
567,5.04E+03,-16.2013,-81.0948,1.55E-01
568,5.08E+03,-16.2286,-80.4859,1.54E-01
569,5.11E+03,-16.1668,-80.7757,1.55E-01
570,5.15E+03,-16.3453,-80.2804,1.52E-01
571,5.18E+03,-16.2824,-81.7591,1.53E-01
572,5.22E+03,-16.3122,-81.4918,1.53E-01
573,5.26E+03,-16.4206,-80.7694,1.51E-01
574,5.29E+03,-16.3819,-79.8768,1.52E-01
575,5.33E+03,-16.4879,-79.7631,1.50E-01
576,5.37E+03,-16.5227,-81.5296,1.49E-01
577,5.40E+03,-16.6335,-80.8923,1.47E-01
578,5.44E+03,-16.5625,-80.7811,1.49E-01
579,5.48E+03,-16.8416,-79.927,1.44E-01
580,5.52E+03,-16.8931,-81.6403,1.43E-01
581,5.56E+03,-16.901,-80.8723,1.43E-01
582,5.59E+03,-17.061,-81.0523,1.40E-01
583,5.63E+03,-17.0547,-80.0862,1.40E-01
584,5.67E+03,-17.0852,-82.0577,1.40E-01
585,5.71E+03,-17.0994,-81.4888,1.40E-01
586,5.75E+03,-17.2243,-82.0893,1.38E-01
587,5.79E+03,-17.0878,-80.6814,1.40E-01
588,5.83E+03,-17.2739,-80.5923,1.37E-01
589,5.87E+03,-17.3753,-81.45,1.35E-01
590,5.91E+03,-17.4782,-81.6603,1.34E-01
591,5.95E+03,-17.6002,-81.8807,1.32E-01
592,5.99E+03,-17.6605,-81.8657,1.31E-01
593,6.04E+03,-17.5337,-82.2451,1.33E-01
594,6.08E+03,-17.6392,-82.2531,1.31E-01
595,6.12E+03,-17.7635,-80.9631,1.29E-01
596,6.16E+03,-17.6006,-81.1433,1.32E-01
597,6.21E+03,-17.8803,-82.1989,1.28E-01
598,6.25E+03,-17.8109,-82.0846,1.29E-01
599,6.29E+03,-17.9663,-82.0196,1.26E-01
600,6.34E+03,-17.8925,-83.3653,1.27E-01
601,6.38E+03,-18.1574,-82.3509,1.24E-01
602,6.42E+03,-18.095,-82.416,1.25E-01
603,6.47E+03,-18.0902,-82.215,1.25E-01
604,6.51E+03,-18.2735,-82.1761,1.22E-01
605,6.56E+03,-18.25,-83.6397,1.22E-01
606,6.60E+03,-18.2418,-83.2723,1.22E-01
607,6.65E+03,-18.382,-82.6468,1.20E-01
608,6.70E+03,-18.4107,-82.6024,1.20E-01
609,6.74E+03,-18.309,-82.809,1.21E-01
610,6.79E+03,-18.7003,-83.007,1.16E-01
611,6.84E+03,-18.588,-83.5528,1.18E-01
612,6.88E+03,-18.6003,-82.991,1.17E-01
613,6.93E+03,-18.7095,-83.101,1.16E-01
614,6.98E+03,-18.6115,-82.4773,1.17E-01
615,7.03E+03,-18.9315,-83.3574,1.13E-01
616,7.08E+03,-18.9514,-83.3259,1.13E-01
617,7.13E+03,-18.8779,-82.8884,1.14E-01
618,7.18E+03,-18.9602,-82.8595,1.13E-01
619,7.23E+03,-19.1063,-83.1701,1.11E-01
620,7.28E+03,-19.2321,-83.5236,1.09E-01
621,7.33E+03,-19.2741,-83.7414,1.09E-01
622,7.38E+03,-19.2602,-83.4483,1.09E-01
623,7.43E+03,-19.3152,-83.268,1.08E-01
624,7.48E+03,-19.4028,-83.3405,1.07E-01
625,7.53E+03,-19.212,-83.0064,1.09E-01
626,7.58E+03,-19.2865,-82.9219,1.09E-01
627,7.64E+03,-19.4963,-84.3117,1.06E-01
628,7.69E+03,-19.5891,-83.4565,1.05E-01
629,7.74E+03,-19.6541,-83.4967,1.04E-01
630,7.80E+03,-19.6546,-84.1006,1.04E-01
631,7.85E+03,-19.7548,-84.8885,1.03E-01
632,7.90E+03,-19.6926,-84.4766,1.04E-01
633,7.96E+03,-19.8958,-84.2205,1.01E-01
634,8.02E+03,-20.0659,-83.6826,9.92E-02
635,8.07E+03,-19.9982,-83.8756,1.00E-01
636,8.13E+03,-20.0529,-83.3074,9.94E-02
637,8.18E+03,-20.0821,-82.5837,9.91E-02
638,8.24E+03,-20.0731,-83.42,9.92E-02
639,8.30E+03,-20.2697,-84.4657,9.69E-02
640,8.35E+03,-20.2124,-83.1027,9.76E-02
641,8.41E+03,-20.3819,-84.1236,9.57E-02
642,8.47E+03,-20.528,-83.5769,9.41E-02
643,8.53E+03,-20.549,-84.9117,9.39E-02
644,8.59E+03,-20.7381,-84.7215,9.19E-02
645,8.65E+03,-20.6921,-84.5668,9.23E-02
646,8.71E+03,-20.554,-83.1235,9.38E-02
647,8.77E+03,-20.797,-83.5854,9.12E-02
648,8.83E+03,-20.8815,-84.1506,9.03E-02
649,8.89E+03,-20.7565,-84.6992,9.17E-02
650,8.95E+03,-20.775,-84.3816,9.15E-02
651,9.01E+03,-20.9321,-83.338,8.98E-02
652,9.08E+03,-21.0044,-83.6894,8.91E-02
653,9.14E+03,-21.1654,-83.3042,8.74E-02
654,9.20E+03,-21.1038,-84.7923,8.81E-02
655,9.27E+03,-21.1424,-84.3226,8.77E-02
656,9.33E+03,-21.4174,-83.7061,8.49E-02
657,9.40E+03,-21.1682,-85.5627,8.74E-02
658,9.46E+03,-21.4269,-85.0636,8.49E-02
659,9.53E+03,-21.3024,-85.3079,8.61E-02
660,9.59E+03,-21.6432,-84.2478,8.28E-02
661,9.66E+03,-21.5815,-84.8954,8.34E-02
662,9.73E+03,-21.5453,-84.4565,8.37E-02
663,9.79E+03,-21.6052,-85.8393,8.31E-02
664,9.86E+03,-21.8072,-84.2263,8.12E-02
665,9.93E+03,-21.7163,-84.025,8.21E-02
666,1.00E+04,-21.836,-84.2701,8.09E-02
667,1.01E+04,-21.8338,-84.4668,8.10E-02
668,1.01E+04,-21.8521,-84.7824,8.08E-02
669,1.02E+04,-21.958,-84.7372,7.98E-02
670,1.03E+04,-22.0274,-84.809,7.92E-02
671,1.04E+04,-22.0841,-84.3521,7.87E-02
672,1.04E+04,-22.1338,-85.2846,7.82E-02
673,1.05E+04,-22.1872,-84.5323,7.77E-02
674,1.06E+04,-22.1646,-85.0746,7.79E-02
675,1.06E+04,-22.2936,-85.3065,7.68E-02
676,1.07E+04,-22.2898,-85.1134,7.68E-02
677,1.08E+04,-22.3536,-84.7428,7.63E-02
678,1.09E+04,-22.4637,-85.1018,7.53E-02
679,1.09E+04,-22.5875,-84.9102,7.42E-02
680,1.10E+04,-22.5759,-84.8399,7.43E-02
681,1.11E+04,-22.6124,-85.4955,7.40E-02
682,1.12E+04,-22.799,-85.4139,7.25E-02
683,1.12E+04,-22.7457,-85.3944,7.29E-02
684,1.13E+04,-22.8303,-86.1268,7.22E-02
685,1.14E+04,-22.8026,-85.1993,7.24E-02
686,1.15E+04,-22.8954,-85.4173,7.17E-02
687,1.16E+04,-22.8921,-85.7008,7.17E-02
688,1.16E+04,-23.0127,-85.6858,7.07E-02
689,1.17E+04,-23.1134,-85.3007,6.99E-02
690,1.18E+04,-23.1921,-85.67,6.92E-02
691,1.19E+04,-23.2043,-85.5978,6.91E-02
692,1.20E+04,-23.3474,-85.5224,6.80E-02
693,1.21E+04,-23.3199,-85.8636,6.82E-02
694,1.21E+04,-23.4249,-85.4777,6.74E-02
695,1.22E+04,-23.448,-85.9105,6.72E-02
696,1.23E+04,-23.5543,-85.6642,6.64E-02
697,1.24E+04,-23.5935,-85.4776,6.61E-02
698,1.25E+04,-23.5737,-86.14,6.63E-02
699,1.26E+04,-23.6942,-85.7091,6.54E-02
700,1.27E+04,-23.6985,-85.6707,6.53E-02
701,1.27E+04,-23.7652,-85.9966,6.48E-02
702,1.28E+04,-23.9067,-86.4628,6.38E-02
703,1.29E+04,-23.8198,-85.7292,6.44E-02
704,1.30E+04,-23.9729,-86.4913,6.33E-02
705,1.31E+04,-23.9473,-85.5993,6.35E-02
706,1.32E+04,-24.0433,-85.7606,6.28E-02
707,1.33E+04,-24.1054,-85.54,6.23E-02
708,1.34E+04,-24.22,-85.7108,6.15E-02
709,1.35E+04,-24.257,-86.3444,6.13E-02
710,1.36E+04,-24.292,-85.6528,6.10E-02
711,1.37E+04,-24.453,-85.8714,5.99E-02
712,1.37E+04,-24.4887,-86.4246,5.96E-02
713,1.38E+04,-24.4727,-85.8015,5.98E-02
714,1.39E+04,-24.4962,-85.9403,5.96E-02
715,1.40E+04,-24.5337,-86.0694,5.93E-02
716,1.41E+04,-24.6798,-85.8196,5.83E-02
717,1.42E+04,-24.8229,-86.1351,5.74E-02
718,1.43E+04,-24.8478,-86.6273,5.72E-02
719,1.44E+04,-24.8568,-85.6588,5.72E-02
720,1.45E+04,-24.9731,-86.5591,5.64E-02
721,1.46E+04,-24.9702,-85.6917,5.64E-02
722,1.47E+04,-25.1139,-87.0787,5.55E-02
723,1.48E+04,-25.2342,-85.7906,5.47E-02
724,1.49E+04,-25.1545,-86.9139,5.52E-02
725,1.50E+04,-25.2771,-86.6688,5.45E-02
726,1.51E+04,-25.2703,-86.4307,5.45E-02
727,1.52E+04,-25.3492,-86.3997,5.40E-02
728,1.54E+04,-25.4454,-86.4831,5.34E-02
729,1.55E+04,-25.4478,-86.7727,5.34E-02
730,1.56E+04,-25.4984,-86.5488,5.31E-02
731,1.57E+04,-25.6553,-87.3842,5.21E-02
732,1.58E+04,-25.7613,-87.273,5.15E-02
733,1.59E+04,-25.7981,-85.9617,5.13E-02
734,1.60E+04,-25.6655,-86.4902,5.21E-02
735,1.61E+04,-25.8962,-86.8602,5.07E-02
736,1.62E+04,-25.8495,-86.4522,5.10E-02
737,1.63E+04,-26.014,-86.9569,5.00E-02
738,1.65E+04,-26.098,-86.5272,4.96E-02
739,1.66E+04,-26.1345,-86.6547,4.93E-02
740,1.67E+04,-26.1276,-87.8046,4.94E-02
741,1.68E+04,-26.2336,-86.5357,4.88E-02
742,1.69E+04,-26.28,-86.6986,4.85E-02
743,1.70E+04,-26.3133,-87.3373,4.83E-02
744,1.71E+04,-26.2984,-87.2316,4.84E-02
745,1.73E+04,-26.333,-86.4303,4.82E-02
746,1.74E+04,-26.5474,-86.9316,4.71E-02
747,1.75E+04,-26.5896,-86.4828,4.68E-02
748,1.76E+04,-26.6168,-86.7045,4.67E-02
749,1.78E+04,-26.7128,-87.5461,4.62E-02
750,1.79E+04,-26.8797,-86.2429,4.53E-02
751,1.80E+04,-26.8895,-86.8629,4.52E-02
752,1.81E+04,-26.8585,-86.7149,4.54E-02
753,1.82E+04,-27.0106,-86.3536,4.46E-02
754,1.84E+04,-26.9825,-87.8331,4.48E-02
755,1.85E+04,-27.0939,-87.0646,4.42E-02
756,1.86E+04,-27.0371,-87.245,4.45E-02
757,1.88E+04,-27.0786,-87.5077,4.43E-02
758,1.89E+04,-27.1963,-88.0808,4.37E-02
759,1.90E+04,-27.3353,-87.4507,4.30E-02
760,1.92E+04,-27.4786,-87.6887,4.23E-02
761,1.93E+04,-27.5733,-86.2768,4.18E-02
762,1.94E+04,-27.3752,-86.6177,4.28E-02
763,1.96E+04,-27.6869,-87.3383,4.13E-02
764,1.97E+04,-27.6949,-87.6984,4.12E-02
765,1.98E+04,-27.6756,-88.0601,4.13E-02
766,2.00E+04,-27.7487,-86.9857,4.10E-02
767,2.01E+04,-27.7556,-87.0367,4.09E-02
768,2.02E+04,-27.8771,-86.094,4.04E-02
769,2.04E+04,-27.9826,-87.6072,3.99E-02
770,2.05E+04,-28.0303,-86.9307,3.97E-02
771,2.07E+04,-28.0776,-88.702,3.95E-02
772,2.08E+04,-28.0782,-87.1312,3.95E-02
773,2.10E+04,-28.2611,-86.9183,3.86E-02
774,2.11E+04,-28.1455,-86.4025,3.91E-02
775,2.12E+04,-28.2307,-87.5793,3.88E-02
776,2.14E+04,-28.4516,-88.1523,3.78E-02
777,2.15E+04,-28.5318,-87.9148,3.74E-02
778,2.17E+04,-28.4815,-88.0975,3.77E-02
779,2.18E+04,-28.5313,-87.1915,3.74E-02
780,2.20E+04,-28.351,-87.5118,3.82E-02
781,2.21E+04,-28.6521,-87.3676,3.69E-02
782,2.23E+04,-28.7271,-86.5347,3.66E-02
783,2.25E+04,-28.7141,-87.428,3.67E-02
784,2.26E+04,-28.8227,-86.7919,3.62E-02
785,2.28E+04,-28.6564,-87.8332,3.69E-02
786,2.29E+04,-28.7802,-88.0321,3.64E-02
787,2.31E+04,-29.0611,-87.7886,3.52E-02
788,2.32E+04,-29.0039,-87.6152,3.55E-02
789,2.34E+04,-29.1381,-88.4408,3.49E-02
790,2.36E+04,-29.2954,-87.8725,3.43E-02
791,2.37E+04,-29.3053,-87.9641,3.43E-02
792,2.39E+04,-29.0847,-87.7136,3.51E-02
793,2.41E+04,-29.2933,-87.7879,3.43E-02
794,2.42E+04,-29.3886,-87.9826,3.39E-02
795,2.44E+04,-29.2197,-87.8363,3.46E-02
796,2.46E+04,-29.3721,-87.3912,3.40E-02
797,2.47E+04,-29.2657,-87.8031,3.44E-02
798,2.49E+04,-29.6105,-88.0011,3.31E-02
799,2.51E+04,-29.5644,-88.9847,3.32E-02
800,2.53E+04,-29.6689,-87.9228,3.29E-02
801,2.54E+04,-29.6708,-87.3207,3.28E-02
802,2.56E+04,-29.8546,-87.9714,3.22E-02
803,2.58E+04,-29.8387,-88.7192,3.22E-02
804,2.60E+04,-29.9167,-87.9603,3.19E-02
805,2.61E+04,-29.8949,-88.516,3.20E-02
806,2.63E+04,-29.8101,-88.4053,3.23E-02
807,2.65E+04,-29.9645,-88.2328,3.18E-02
808,2.67E+04,-30.3153,-87.063,3.05E-02
809,2.69E+04,-30.0547,-87.9002,3.14E-02
810,2.71E+04,-30.0473,-87.5047,3.15E-02
811,2.73E+04,-30.3662,-88.0335,3.03E-02
812,2.74E+04,-30.483,-87.4736,2.99E-02
813,2.76E+04,-30.2935,-88.4679,3.06E-02
814,2.78E+04,-30.2137,-88.3828,3.09E-02
815,2.80E+04,-30.4748,-87.6182,2.99E-02
816,2.82E+04,-30.6639,-86.6147,2.93E-02
817,2.84E+04,-30.4808,-87.8081,2.99E-02
818,2.86E+04,-30.7886,-88.9031,2.89E-02
819,2.88E+04,-30.5671,-88.3607,2.96E-02
820,2.90E+04,-30.999,-88.9956,2.82E-02
821,2.92E+04,-30.7502,-89.355,2.90E-02
822,2.94E+04,-30.8478,-88.5433,2.87E-02
823,2.96E+04,-30.8871,-89.151,2.86E-02
824,2.98E+04,-30.9134,-88.4132,2.85E-02
825,3.00E+04,-31.0869,-89.1965,2.79E-02
826,3.02E+04,-31.1021,-87.6299,2.79E-02
827,3.04E+04,-31.2477,-87.8712,2.74E-02
828,3.07E+04,-31.093,-87.9644,2.79E-02
829,3.09E+04,-30.9971,-88.5934,2.82E-02
830,3.11E+04,-31.2898,-88.4885,2.73E-02
831,3.13E+04,-31.1473,-90.0838,2.77E-02
832,3.15E+04,-31.4064,-87.3484,2.69E-02
833,3.17E+04,-31.4595,-88.5118,2.67E-02
834,3.20E+04,-31.3364,-87.8503,2.71E-02
835,3.22E+04,-31.5858,-88.0886,2.63E-02
836,3.24E+04,-31.4859,-89.2167,2.67E-02
837,3.26E+04,-31.7277,-88.9717,2.59E-02
838,3.28E+04,-31.8209,-89.1602,2.56E-02
839,3.31E+04,-31.8944,-89.4124,2.54E-02
840,3.33E+04,-31.8687,-88.1613,2.55E-02
841,3.35E+04,-31.7901,-89.3625,2.57E-02
842,3.38E+04,-31.8485,-88.1631,2.56E-02
843,3.40E+04,-32.2972,-90.2095,2.43E-02
844,3.42E+04,-32.0844,-87.9527,2.49E-02
845,3.45E+04,-32.0703,-88.9537,2.49E-02
846,3.47E+04,-32.0202,-88.6077,2.51E-02
847,3.50E+04,-32.1036,-88.7271,2.48E-02
848,3.52E+04,-32.2363,-90.0414,2.44E-02
849,3.54E+04,-32.4114,-88.4623,2.40E-02
850,3.57E+04,-32.4208,-88.8025,2.39E-02
851,3.59E+04,-32.3864,-87.474,2.40E-02
852,3.62E+04,-32.4275,-88.2232,2.39E-02
853,3.64E+04,-32.4017,-87.7565,2.40E-02
854,3.67E+04,-32.7974,-88.1312,2.29E-02
855,3.69E+04,-32.5486,-88.6421,2.36E-02
856,3.72E+04,-32.5871,-88.1561,2.35E-02
857,3.75E+04,-32.6332,-88.7535,2.34E-02
858,3.77E+04,-32.8148,-88.1649,2.29E-02
859,3.80E+04,-32.9757,-88.0504,2.24E-02
860,3.82E+04,-32.9558,-88.8953,2.25E-02
861,3.85E+04,-32.8483,-87.2965,2.28E-02
862,3.88E+04,-33.0856,-89.9815,2.22E-02
863,3.90E+04,-33.1137,-88.526,2.21E-02
864,3.93E+04,-33.4482,-88.1931,2.13E-02
865,3.96E+04,-33.2814,-88.4026,2.17E-02
866,3.99E+04,-33.2198,-88.853,2.18E-02
867,4.01E+04,-33.2041,-87.339,2.19E-02
868,4.04E+04,-33.332,-87.6939,2.15E-02
869,4.07E+04,-33.5058,-88.332,2.11E-02
870,4.10E+04,-33.666,-88.0191,2.07E-02
871,4.13E+04,-33.3524,-88.8541,2.15E-02
872,4.16E+04,-33.597,-89.2436,2.09E-02
873,4.18E+04,-33.8766,-91.2582,2.02E-02
874,4.21E+04,-33.8467,-88.6896,2.03E-02
875,4.24E+04,-33.728,-89.2064,2.06E-02
876,4.27E+04,-33.4718,-88.739,2.12E-02
877,4.30E+04,-33.7138,-90.3863,2.06E-02
878,4.33E+04,-33.8901,-87.8147,2.02E-02
879,4.36E+04,-33.962,-91.7765,2.00E-02
880,4.39E+04,-33.7371,-87.852,2.06E-02
881,4.42E+04,-34.0172,-89.1625,1.99E-02
882,4.45E+04,-34.0511,-85.6213,1.98E-02
883,4.48E+04,-33.857,-87.382,2.03E-02
884,4.51E+04,-34.4114,-89.144,1.90E-02
885,4.55E+04,-33.9961,-86.7412,2.00E-02
886,4.58E+04,-34.0425,-89.2233,1.99E-02
887,4.61E+04,-34.234,-89.2332,1.94E-02
888,4.64E+04,-34.3582,-88.874,1.91E-02
889,4.67E+04,-34.5567,-89.6532,1.87E-02
890,4.71E+04,-34.5947,-87.8156,1.86E-02
891,4.74E+04,-34.5618,-89.3403,1.87E-02
892,4.77E+04,-34.7385,-89.4956,1.83E-02
893,4.80E+04,-34.6331,-87.6018,1.86E-02
894,4.84E+04,-34.6004,-87.4766,1.86E-02
895,4.87E+04,-34.7924,-89.529,1.82E-02
896,4.91E+04,-35.2411,-87.7882,1.73E-02
897,4.94E+04,-35.0601,-87.6867,1.77E-02
898,4.97E+04,-34.9374,-88.9895,1.79E-02
899,5.01E+04,-34.9446,-88.7164,1.79E-02
900,5.04E+04,-35.2463,-88.5579,1.73E-02
901,5.08E+04,-34.9991,-89.1855,1.78E-02
902,5.11E+04,-35.0505,-88.7192,1.77E-02
903,5.15E+04,-35.4641,-88.607,1.69E-02
904,5.18E+04,-35.1837,-87.7777,1.74E-02
905,5.22E+04,-35.3507,-88.255,1.71E-02
906,5.26E+04,-35.3574,-89.3093,1.71E-02
907,5.29E+04,-35.2835,-88.275,1.72E-02
908,5.33E+04,-35.3133,-89.5715,1.72E-02
909,5.37E+04,-35.5985,-87.0423,1.66E-02
910,5.40E+04,-35.5845,-88.4788,1.66E-02
911,5.44E+04,-35.6126,-87.1157,1.66E-02
912,5.48E+04,-35.8515,-88.2922,1.61E-02
913,5.52E+04,-35.6149,-89.2029,1.66E-02
914,5.56E+04,-35.5552,-89.2817,1.67E-02
915,5.59E+04,-35.7809,-88.8346,1.63E-02
916,5.63E+04,-35.9179,-89.1966,1.60E-02
917,5.67E+04,-35.902,-89.4935,1.60E-02
918,5.71E+04,-36.0258,-88.7303,1.58E-02
919,5.75E+04,-36.0452,-89.2326,1.58E-02
920,5.79E+04,-36.3976,-89.2501,1.51E-02
921,5.83E+04,-36.1436,-89.5143,1.56E-02
922,5.87E+04,-36.3285,-88.8568,1.53E-02
923,5.91E+04,-36.3034,-89.4349,1.53E-02
924,5.95E+04,-36.2569,-88.9411,1.54E-02
925,5.99E+04,-36.5229,-89.5219,1.49E-02
926,6.04E+04,-36.4121,-87.8062,1.51E-02
927,6.08E+04,-36.4953,-87.4932,1.50E-02
928,6.12E+04,-36.8201,-89.6201,1.44E-02
929,6.16E+04,-36.9173,-91.0881,1.43E-02
930,6.21E+04,-36.7433,-90.3848,1.45E-02
931,6.25E+04,-36.67,-88.6208,1.47E-02
932,6.29E+04,-36.9784,-88.6215,1.42E-02
933,6.34E+04,-37.0308,-89.4444,1.41E-02
934,6.38E+04,-36.8978,-88.6364,1.43E-02
935,6.42E+04,-36.9731,-89.5865,1.42E-02
936,6.47E+04,-37.0174,-88.0889,1.41E-02
937,6.51E+04,-36.7755,-88.1966,1.45E-02
938,6.56E+04,-37.2073,-91.3388,1.38E-02
939,6.60E+04,-36.9393,-89.5917,1.42E-02
940,6.65E+04,-37.1185,-89.325,1.39E-02
941,6.70E+04,-37.3515,-91.2444,1.36E-02
942,6.74E+04,-37.3675,-90.9781,1.35E-02
943,6.79E+04,-36.8621,-90.0146,1.44E-02
944,6.84E+04,-37.156,-90.1517,1.39E-02
945,6.88E+04,-37.226,-89.5981,1.38E-02
946,6.93E+04,-37.7809,-90.9386,1.29E-02
947,6.98E+04,-37.5331,-87.0892,1.33E-02
948,7.03E+04,-37.4728,-91.0432,1.34E-02
949,7.08E+04,-37.6719,-87.7622,1.31E-02
950,7.13E+04,-37.8265,-89.4178,1.28E-02
951,7.18E+04,-37.5235,-90.5414,1.33E-02
952,7.23E+04,-37.968,-87.3816,1.26E-02
953,7.28E+04,-38.1534,-90.5794,1.24E-02
954,7.33E+04,-37.8267,-90.204,1.28E-02
955,7.38E+04,-37.9213,-89.4175,1.27E-02
956,7.43E+04,-37.8896,-89.4356,1.28E-02
957,7.48E+04,-37.98,-88.2985,1.26E-02
958,7.53E+04,-38.0157,-91.2042,1.26E-02
959,7.58E+04,-38.223,-88.6778,1.23E-02
960,7.64E+04,-38.1645,-90.2101,1.24E-02
961,7.69E+04,-38.5021,-89.451,1.19E-02
962,7.74E+04,-38.2425,-91.06,1.22E-02
963,7.80E+04,-38.6761,-90.4829,1.16E-02
964,7.85E+04,-38.1682,-89.2536,1.23E-02
965,7.90E+04,-38.6198,-90.1085,1.17E-02
966,7.96E+04,-38.5045,-87.3174,1.19E-02
967,8.02E+04,-38.6398,-86.8112,1.17E-02
968,8.07E+04,-38.5125,-91.9029,1.19E-02
969,8.13E+04,-38.6211,-87.6211,1.17E-02
970,8.18E+04,-38.3669,-90.0609,1.21E-02
971,8.24E+04,-38.7847,-89.4588,1.15E-02
972,8.30E+04,-38.9375,-89.4949,1.13E-02
973,8.35E+04,-38.394,-89.1943,1.20E-02
974,8.41E+04,-38.9874,-92.6369,1.12E-02
975,8.47E+04,-39.4686,-89.1225,1.06E-02
976,8.53E+04,-38.8929,-88.4589,1.14E-02
